Station name,Station address,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Rating,Tesla,Type 2,J-1772,Tesla (Fast),CCS/SAE,CHAdeMO,Address of nearest destination charger ,Distance to the nearest destination charger (km),Energy required to nearest destination charger (kWh),Address of nearest fast charger,Distance to the nearest fast charger (km),Energy required to nearest fast charger (kWh),date
Koala Tree Motel,"179 Gordon St, Port Macquarie, Australia, NSW 2444",-31.4349292,152.8980976,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"15 Mort St, Port Macquarie NSW 2444, Australia",0.62,0.12,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",9.32,2.03,1/1/2020
Ana Mandara Luxury Bed & Breakfast,"152 Settlement Point Rd, Port Macquarie, , Australia, NSW 2444",-31.4073033,152.9008719,,Tesla Destination,2,2,14 kW,2,0,0,0,0,0,"20 Park St, Port Macquarie NSW 2444, Australia",2.68,0.4,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",12.28,2.63,1/1/2020
McGuigan BMW,"140 Hastings River Dr, Port Macquarie NSW 244, Port Macquarie 2444",-31.4270009,152.8784653,,Exploren,2,2,22 kW,0,2,0,0,0,0,"15 Mort St, Port Macquarie NSW 2444, Australia",3.58,0.72,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",10.28,2.25,10/3/2023
Alabaster Motor Inn,"23 Oxley Street, Taree NSW 2430, Australia",-31.9028957,152.4776437,Open 24/7,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"77 Victoria St, Taree NSW 2430, Australia",2.25,0.38,"201 Manning River Dr, Glenthorne NSW 2430, Australia",6.32,1.19,23/8/2022
In Town Motor Inn,"77 Victoria St, Taree NSW 2430, Australia",-31.911184,152.4641053,"Open 24/7
24/7",,2,2,kW,0,2,0,0,0,0,"23 Oxley Street, Taree NSW 2430, Australia",1.8,0.26,"201 Manning River Dr, Glenthorne NSW 2430, Australia",5.28,0.95,23/8/2022
Stockland Forster - Burger Urge,"123 Breese Parade, Forster NSW 2428, Australia",-32.1995922,152.5200713,"Open 24/7
Charging 24/7 - restrooms and shopping as per store hours.",Tesla Destination,2,4,22kW,2,0,2,0,0,0,"5 Middle St, Forster NSW 2428, Australia",2.62,0.37,"35 Nabiac Street, Nabiac NSW 2312, Australia",26.48,5.13,1/1/2020
The Ridge Nelson Bay,"14 Gymea Way, Nelson Bay NSW 2315, Australia",-32.7268827,152.1279926,,,2,2,22kW,0,2,0,0,0,0,"3 Government Rd, Nelson Bay NSW 2315, Australia",2.95,0.23,"74 Benjamin Lee Dr, Raymond Terrace NSW 2324, Australia",41.3,7.85,10/3/2023
Seafarers Diamond Beach - Accessible Accommodation,"16 Saltwater Cres, Diamond Beach NSW 2430, Australia",-32.0422342,152.5358799,,,1,1,kW,1,0,0,0,0,0,"209 Diamond Beach Road, Diamond Beach",0.85,0.22,"35 Nabiac Street, Nabiac NSW 2312, Australia",21,4.49,23/8/2022
Amarna Luxury Beach Resort,"16 Christmas Bush Avenue, Nelson Bay, NSW, Australia, NSW 2315",-32.7199413,152.1356383,,Tesla Destination,2,2,5 kW,2,0,0,0,0,0,"3 Government Rd, Nelson Bay NSW 2315, Australia",0.8,0.14,"74 Benjamin Lee Dr, Raymond Terrace NSW 2324, Australia",41.1,8.71,23/8/2022
Fingal Farm,"62 Boolambayte Rd, Boolambayte NSW 2423, Australia",-32.4119934,152.2712615,,,1,1,7 kW,0,1,0,0,0,0,2 Biripi Way Taree 2430,71.25,19.96,"35 Nabiac Street, Nabiac NSW 2312, Australia",47.8,12.59,10/3/2023
Forster Holiday Village,"5 Middle St, Forster NSW 2428, Australia",-32.1837759,152.5153784,,,1,1,kW,0,1,0,0,0,0,2/19 boundary Street Forster ,1.85,0.27,"35 Nabiac Street, Nabiac NSW 2312, Australia",23.9,5.1,10/3/2023
The Westport Club Carpark,"25e Buller St, Port Macquarie NSW 2444, Australia",-31.430177,152.9017453,Open 24/7,Exploren,2,4,22 kW,0,4,0,0,0,0,"71 Clarence St, Port Macquarie NSW 2444, Australia",0.72,0.14,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",9.95,2.23,10/3/2023
Sails Port Macquarie,"20 Park St, Port Macquarie NSW 2444, Australia",-31.4271206,152.8982979,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"25e Buller St, Port Macquarie NSW 2444, Australia",1.02,0.18,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",10.05,2.24,10/3/2023
Aston Hill Motor Lodge,"15 Mort St, Port Macquarie NSW 2444, Australia",-31.4312459,152.8968271,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"179 Gordon St, Port Macquarie, Australia, NSW 2444",0.82,0.19,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",9.2,2.05,10/3/2023
Mid Pacific Motel,"71 Clarence St, Port Macquarie NSW 2444, Australia",-31.4287891,152.9069694,0730 to 2000.,,2,2,kW,0,2,0,0,0,0,"1 Hay St, Port Macquarie NSW 2444, Australia",0.3,0.09,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",10.45,2.35,10/3/2023
Rydges Port Macquarie,"1 Hay St, Port Macquarie NSW 2444, Australia",-31.4283819,152.9090998,,,1,1,kW,0,1,0,0,0,0,"2 Murray Street, Port Macquarie, NSW, Australia, NSW 2444",0.2,0.1,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",11.08,2.43,10/3/2023
Kew Motel,"144 Nancy Bird Walton Dr, Kew NSW 2439, Australia",-31.6345965,152.7237084,Open 24/7,Tesla Destination,2,2,4 kW,2,0,0,0,0,0,"9 Stephen St, Wauchope NSW 2446, Australia",22.8,5.29,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",23.55,6.29,10/3/2023
Northpoint Holiday Apartments,"2 Murray Street, Port Macquarie, NSW, Australia, NSW 2444",-31.4283576,152.9113522,"Open 24/7
24 hours",Tesla Destination,3,5,11 kW,2,3,0,0,0,0,"1 Hay St, Port Macquarie NSW 2444, Australia",0.3,0.08,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",10.85,2.44,10/3/2023
Hotel Nelson Tesla Wall Charger,"3 Government Rd, Nelson Bay NSW 2315, Australia",-32.7211082,152.1728182,,,2,2,kW,0,2,0,0,0,0,"16 Christmas Bush Avenue, Nelson Bay, NSW, Australia, NSW 2315",0.85,0.23,"74 Benjamin Lee Dr, Raymond Terrace NSW 2324, Australia",40.6,8.64,10/3/2023
Mackellar Motel,"342 Conadilly St, Gunnedah NSW 2380, Australia",-30.9797594,150.2577127,,Tesla Destination,2,2,17 kW,2,0,0,0,0,0,"52 Brisbane St, Tamworth NSW 2340, Australia",75.78,19.33,"73 Little Barber St, Gunnedah NSW 2380, Australia",0.8,0.11,1/1/2020
The Quality Hotel PowerHouse,"248 Armidale Rd, Tamworth NSW 2340, Australia",-31.0982051,150.9405066,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"337 Armidale Rd, Tamworth NSW 2340, Australia",0.1,0.05,"2 Kable Ave, Tamworth NSW 2340, Australia",2.22,0.27,1/1/2020
The Golden Dog Hotel,"57-59 Coramba St, Glenreagh NSW 2450, Austral, Glenreagh 2450",-30.0511085,152.9792287,Open 24/7,Exploren,1,1,22 kW,0,1,0,0,0,0,"13 Gdt Seccombe Cl, Coffs Harbour NSW 2450, Australia",40.7,9.9,"253 Pacific Highway, Coffs Harbour, NSW Australia, 2450",40,9.86,10/3/2023
Riptide Wooli,"48 Main St, Wooli, , Australia, NSW 2462",-29.8695066,153.2660644,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"27 Fitzroy St, Grafton, , Australia, NSW 2460 (behind the KFC)",50.12,12.02,"2848 Big River Way, Tyndale NSW 2460, Australia",50.75,13.6,10/3/2023
Sawtell Motor Inn,"57 Boronia Street, Sawtell NSW 2452, Australia",-30.3701045,153.0991893,Open 24/7,Tesla Destination,2,2,3 kW,2,0,0,0,0,0,"30-36 Camperdown St, Coffs Harbour NSW 2450, Australia",11.32,2.19,"380 Pacific Hwy, North Boambee Valley NSW 2450, Australia",8.18,1.51,1/1/2020
Petersons Armidale Winery & Guesthouse,"345 Dangarsleigh Road, Armidale Region, Australia, NSW 2350",-30.5947636,151.6837131,,Tesla Destination,1,1,7 kW,1,0,0,0,0,0,"146 Dangar St, Armidale NSW 2350, Australia",6.5,1.02,"82 Marsh St, Armidale NSW 2350, Australia",6.88,0.96,1/1/2020
Ridge St Parking/Charging,"23 Ridge St, Nambucca Heads NSW 2448, Australia",-30.6423458,153.0037266,Open 24/7,,1,1,kW,0,1,0,0,0,0,"2191 Giinagay Way, Nambucca Heads NSW 2448, Australia",2.52,0.31,"24 Cooper St, Macksville NSW 2447, Australia",13.2,2.42,23/8/2022
Kempsey Shire Council,"490 Macleay Valley Way, South Kempsey NSW 244, South Kempsey 2440",-31.10111,152.8318264,Monday: Closed Tuesday - Saturday: 10:00 - 16:00 Sunday: 10:00 - 14:00,Exploren,1,2,22 kW,0,2,0,0,0,0,"2-14 Belgrave St, Kempsey, 2440, AUS",5.48,0.99,"1063 Oxley Hwy, Thrumster NSW 2444, Australia",40.6,11.84,10/3/2023
Bellingen Valley Lodge,"1381 Waterfall Way, Bellingen NSW 2454, Australia",-30.4449023,152.8845091,Open 24/7,,2,2,11 kW,2,0,0,0,0,0,"57 Boronia Street, Sawtell NSW 2452, Australia",32.4,7.24,"Coronation Park, 81 Hickory St, Dorrigo NSW 2453, Australia",27.45,9.86,23/8/2022
Armidale Motel,"66 Glen Innes Rd, Armidale NSW 2350, Australia",-30.4952258,151.6694665,,Tesla Destination,2,2,11 kW,2,0,0,0,0,0,"31 Marsh St, Armidale NSW 2350, Australia",1.8,0.05,"82 Marsh St, Armidale NSW 2350, Australia",2.12,0.03,23/8/2022
Quality Hotel Powerhouse,"31 Marsh St, Armidale NSW 2350, Australia",-30.5061822,151.6724328,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"66 Glen Innes Rd, Armidale NSW 2350, Australia",1.8,0.64,"82 Marsh St, Armidale NSW 2350, Australia",1.18,0.12,23/8/2022
North Coast Power and Water,"13 Gdt Seccombe Cl, Coffs Harbour NSW 2450, Australia",-30.2873987,153.1271838,8am - 4pm Weekdays. 9am - noon Saturday,,1,1,kW,0,1,0,0,0,0,"35 â€“ 61 Harbour Drive, Coffs Harbour, 2450, AUS",2.42,0.39,"253 Pacific Highway, Coffs Harbour, NSW Australia, 2450",1.6,0.26,23/8/2022
CH Boutique Hotel,"52 Brisbane St, Tamworth NSW 2340, Australia",-31.0894491,150.9296736,Open 24/7,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"248 Armidale Rd, Tamworth NSW 2340, Australia",1.6,0.3,"2 Kable Ave, Tamworth NSW 2340, Australia",0.68,0.11,10/3/2023
Mandarin Motel,"24 Princess St, Macksville NSW 2447, Australia",-30.708589,152.9187168,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"2191 Giinagay Way, Nambucca Heads NSW 2448, Australia",10.88,2.2,"24 Cooper St, Macksville NSW 2447, Australia",0.45,0.09,10/3/2023
Nambucca Plaza Shopping Centre,"2191 Giinagay Way, Nambucca Heads NSW 2448, Australia",-30.6542475,152.9877174,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"23 Ridge St, Nambucca Heads NSW 2448, Australia",2.55,0.59,"24 Cooper St, Macksville NSW 2447, Australia",10.98,2.21,10/3/2023
Quest Serviced Apartments Tamworth,"337 Armidale Rd, Tamworth NSW 2340, Australia",-31.0997338,150.9409839,Open 24/7,,1,1,7 kW,0,1,0,0,0,0,"248 Armidale Rd, Tamworth NSW 2340, Australia",0.75,0.15,"2 Kable Ave, Tamworth NSW 2340, Australia",2.1,0.27,10/3/2023
Comfort Hotel,"146 Dangar St, Armidale NSW 2350, Australia",-30.5167599,151.6636723,Open 24/7,Exploren,4,4,22 kW,0,4,0,0,0,0,"31 Marsh St, Armidale NSW 2350, Australia",2.22,0.3,"82 Marsh St, Armidale NSW 2350, Australia",1.1,0.08,10/3/2023
The Observatory Holiday Apartments,"30-36 Camperdown St, Coffs Harbour NSW 2450, Australia",-30.3063515,153.1371698,,Tesla Destination,2,2,4 kW,2,0,0,0,0,0,"13 Gdt Seccombe Cl, Coffs Harbour NSW 2450, Australia",2.8,0.41,"253 Pacific Highway, Coffs Harbour, NSW Australia, 2450",4.22,0.69,10/3/2023
Rainbow Power Company,"1 Alternative Way, Nimbin NSW 2480, Australia",-28.5953327,153.226753,Business hours,,2,2,kW,0,2,0,0,0,0,"241 Keen St, Lismore NSW 2480, Australia",31.28,6.51,"43 Keen St, Lismore NSW 2480, Australia",30.68,6.2,1/1/2020
Donegal Farmstay,"103 Sandy Flat Road, Sandy Flat NSW 2372, Australia",-29.235626,152.0129861,,Tesla Destination,2,4,22 kW,2,2,0,0,0,0,"120 New England Hwy, Tenterfield NSW 2372, Australia",22.15,5.85,"13 Crown St, Tenterfield NSW 2372, Australia",22.7,5.83,1/1/2020
Gymea Eco Retreat & Spa,"128 Bonnydoon Rd, Uki NSW 2484, Australia",-28.4033923,153.3489445,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"105 Wollumbin Street, Murwillumbah, NSW, Australia, 2484",13.05,2.18,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",51,11.51,23/8/2022
Brunswick River Inn,"2 The Terrace, Brunswick Heads, New South Wales, Australia, NSW 2483",-28.5398912,153.5521886,,Tesla Destination,1,1,3 kW,1,0,0,0,0,0,"70-90 Station St, Mullumbimby NSW 2482, Australia",8.93,1.74,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",11.9,2.64,1/1/2020
Glenrock Gardens,"84 Robinsons Ln, Tenterfield NSW 2372, Australia",-29.000386,152.023975,,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"157 Manners St, Tenterfield NSW 2372, Australia",8.95,1.83,"13 Crown St, Tenterfield NSW 2372, Australia",8.98,1.82,1/1/2020
Mullumbimby Council Car Park,"70-90 Station St, Mullumbimby NSW 2482, Australia",-28.5548759,153.5024149,Open 24/7,,2,2,3.4 kW,0,2,0,0,0,0,"2 The Terrace, Brunswick Heads, New South Wales, Australia, NSW 2483",9,1.71,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",12.48,2.68,1/1/2020
Southern Cross University Lismore Campus,"Military Rd, East Lismore NSW 2480",-28.8257516,153.2981683,Open 24/7,,2,2,kW,0,2,0,0,0,0,"241 Keen St, Lismore NSW 2480, Australia",3.22,0.47,"43 Keen St, Lismore NSW 2480, Australia",3.88,0.58,1/1/2020
Ballina Beach Resort,"1 Foster St, East Ballina NSW 2478, Australia",-28.8681042,153.5886553,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"95 Cherry Street, Ballina, NSW, 2478",3.38,0.58,"56 Bangalow Rd, Ballina NSW 2478, Australia",4.2,0.72,1/1/2020
Casino RSM,"162 Canterbury St, Casino NSW 2470, Australia",-28.8624736,153.0493516,,"EVUp, Tesla Destination",2,3,5 - 24 kW,1,2,0,0,0,0,"241 Keen St, Lismore NSW 2480, Australia",30.15,7.3,"1 Little Walker St, Casino NSW 2470, Australia",0.42,0.09,23/8/2022
Epiq Market Shopping Center,"5 Snapper Drive, Lennox Head NSW 2478, Australia",-28.8073752,153.5823758,,Chargefox,1,2,kW,0,2,0,0,0,0,"1 Foster St, East Ballina NSW 2478, Australia",10.07,2.06,"56 Bangalow Rd, Ballina NSW 2478, Australia",11.42,2.31,23/8/2022
National Transport Museum Inverell,"11–107 Rifle Range Road, Inverell NSW 2360, Australia",-29.7956307,151.1348731,10-3 7 days except Christmas Day,,2,2,11 kW,2,0,0,0,0,0,,,,,,,1/1/2020
Lismore Bounty Motel,"241 Keen St, Lismore NSW 2480, Australia",-28.8129865,153.275264,,Tesla Destination,2,2,11 kW,2,0,0,0,0,0,"Military Rd, East Lismore NSW 2480",3.18,0.55,"43 Keen St, Lismore NSW 2480, Australia",0.85,0.15,23/8/2022
Club Maclean Motel,"1a McLachlan St, Maclean, NSW, Australia, 2463",-29.4568232,153.1988883,,Tesla Destination,1,1,7 kW,1,0,0,0,0,0,"27 Fitzroy St, Grafton, , Australia, NSW 2460 (behind the KFC)",46.1,10.65,"56 Morpeth St, Harwood NSW 2465, Australia",7.3,1.3,23/8/2022
Lightning Ridge Bowling Club,"Lightning Ridge District Bowling Club, 1 Agate St, Lightning Ridge NSW 2834",-29.4302873,147.9780114,Open 24/7,Tesla Destination,2,2,7 kW,2,0,0,0,0,0,"21 Alice St, Moree NSW 2400, Australia",264,82.43,"26 Neilly St, Walgett NSW 2832, Australia",77.7,22.76,23/8/2022
Fitzroy Motor Inn,"27 Fitzroy St, Grafton, , Australia, NSW 2460 (behind the KFC)",-29.6908401,152.9327367,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"1a McLachlan St, Maclean, NSW, Australia, 2463",45.6,10.83,"126-144 Pound St, Grafton NSW 2460, Australia",1.1,0.14,10/3/2023
Ballina Travellers Lodge,"36-38 Tamar St, Ballina NSW 2478, Australia",-28.8711334,153.5646597,"Open 7 days, 8am to 7pm",,1,1,11 kW,0,1,0,0,0,0,"95 Cherry Street, Ballina, NSW, 2478",1.25,0.18,"56 Bangalow Rd, Ballina NSW 2478, Australia",1.95,0.28,10/3/2023
Byron at Byron Resort and Spa,"77-97 Broken Head Rd, Byron Bay, NSW, Australia 2481",-28.6787601,153.6103055,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"100 Bangalow Rd, Byron Bay NSW 2481, Australia",2.22,0.32,"28 Lawson Street, Byron Bay NSW 2481, Australia",4.4,0.69,23/8/2022
The Sunseeker Byron Bay,"100 Bangalow Rd, Byron Bay NSW 2481, Australia",-28.6596769,153.6151704,Open 24/7,EVUp,1,1,kW,0,1,0,0,0,0,"7 Browning St, Byron Bay NSW 2481, Australia",1.3,0.18,"28 Lawson Street, Byron Bay NSW 2481, Australia",2.15,0.3,10/3/2023
Habitat Byron Bay,1 Porter Street Byron Bay NSW 2481 AU,-28.6311665,153.5825936,,Chargefox,3,4,kW,0,4,0,0,0,0,"91 Centennial Circuit, Byron Bay NSW 2481, Australia",0.92,0.14,"144 Bayshore Dr, Byron Bay NSW 2481",0.78,0.11,10/3/2023
McTavish Surf,"91 Centennial Circuit, Byron Bay NSW 2481, Australia",-28.6365833,153.580196,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,1 Porter Street Byron Bay NSW 2481 AU,1.25,0.18,1 Porter Street Byron Bay NSW 2481 AU,1.25,0.18,10/3/2023
Barron's Tyre & Mechanical,"76 Dalgarno St, Coonabarabran NSW 2357, Australia",-31.2731036,149.2792177,Open 24/7,,1,1,kW,0,1,0,0,0,0,"342 Conadilly St, Gunnedah NSW 2380, Australia",106.42,26.67,"Coonabarabran Coach Stop, Coonabarabran NSW 2357, Australia",1,0.21,10/3/2023
Baths Motel,"339 Warialda Street, Moree, New South Wales, Australia, NSW 2400",-29.4753381,149.8456657,,"Tesla Destination, Everty",1,2,7 - 8 kW,1,1,0,0,0,0,"21 Alice St, Moree NSW 2400, Australia",0.62,0.11,"28 Auburn St, Moree NSW 2400, Australia",2.02,0.28,10/3/2023
Old Council Chambers Luxury Accommodation,"157 Manners St, Tenterfield NSW 2372, Australia",-29.0558102,152.0202551,,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"120 New England Hwy, Tenterfield NSW 2372, Australia",0.6,0.16,"13 Crown St, Tenterfield NSW 2372, Australia",0.35,0.05,10/3/2023
Suranadi Beach Houses,"3 Cavvanbah Street, Byron Bay NSW 2481, Australia",-28.6398972,153.6076678,Open 24/7,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"10 Kendall St, Byron Bay NSW 2481, Australia",0.65,0.09,"28 Lawson Street, Byron Bay NSW 2481, Australia",1.02,0.16,10/3/2023
Aperture Digital EV Charger pure solar (Coming Soon),65A Barwan Street Narrabri NSW,-30.3278608,149.785666,Open 24/7,,1,1,kW,0,1,0,0,0,0,"21 Alice St, Moree NSW 2400, Australia",99.8,29.15,"89 Barwan St, Narrabri NSW 2390, Australia",0.4,0.11,10/3/2023
Byron Palms Guesthouse,"7 Browning St, Byron Bay NSW 2481, Australia",-28.6502168,153.6142021,Open 24/7,Tesla Destination,1,1,3 kW,1,0,0,0,0,0,139 Jonson St Byron Bay,0.05,0.02,"28 Lawson Street, Byron Bay NSW 2481, Australia",1.2,0.18,10/3/2023
Ballina Homestead Motel,"95 Cherry Street, Ballina, NSW, 2478",-28.8628637,153.5661701,,Chargefox,1,1,kW,0,1,0,0,0,0,"36-38 Tamar St, Ballina NSW 2478, Australia",1.15,0.18,"56 Bangalow Rd, Ballina NSW 2478, Australia",0.82,0.16,10/3/2023
Econo Lodge Moree Spa Motor Inn,"21 Alice St, Moree NSW 2400, Australia",-29.4707544,149.8468883,Open 24/7,Tesla Destination,2,2,5 kW,2,0,0,0,0,0,"339 Warialda Street, Moree, New South Wales, Australia, NSW 2400",0.62,0.12,"28 Auburn St, Moree NSW 2400, Australia",1.78,0.25,10/3/2023
Settlers Motor Inn,"120 New England Hwy, Tenterfield NSW 2372, Australia",-29.0404935,152.0199448,,Tesla Destination,2,2,3 kW,2,0,0,0,0,0,"157 Manners St, Tenterfield NSW 2372, Australia",0.6,0.1,"13 Crown St, Tenterfield NSW 2372, Australia",0.52,0.05,10/3/2023
Mercato Shopping Centre,"106 Jonson St, Byron Bay NSW 2481, Australia",-28.6470279,153.6124725,,Chargefox,4,8,kW,0,8,0,0,0,0,"7 Browning St, Byron Bay NSW 2481, Australia",0.52,0.09,"28 Lawson Street, Byron Bay NSW 2481, Australia",0.78,0.13,10/3/2023
Beach Suites Byron Bay,"20 Bay St, Byron Bay NSW 2481, Australia",-28.6418194,153.6146694,,Tesla Destination,2,2,5 kW,2,0,0,0,0,0,"1 Bay Ln, Byron Bay NSW 2481, Australia",0.55,0.11,"28 Lawson Street, Byron Bay NSW 2481, Australia",0.3,0.07,10/3/2023
Byron Cove Beach House,"10 Kendall St, Byron Bay NSW 2481, Australia",-28.6389004,153.6037346,,Tesla Destination,2,2,3 kW,2,0,0,0,0,0,"67 Shirley St, Byron Bay NSW 2481, Australia",0.48,0.11,"28 Lawson Street, Byron Bay NSW 2481, Australia",1.45,0.23,10/3/2023
Byron Stay,"67 Shirley St, Byron Bay NSW 2481, Australia",-28.6395192,153.6043635,Open 24/7,,1,1,kW,1,0,0,0,0,0,"3 Cavvanbah Street, Byron Bay NSW 2481, Australia",0.5,0.12,"28 Lawson Street, Byron Bay NSW 2481, Australia",1.3,0.2,10/3/2023
Glen Innes Visitor Information Centre,"152 Church St, Glen Innes NSW 2370, Australia",-29.7381427,151.7376761,Open 24/7,"EVUp, Tesla Destination",2,3,22 kW,2,1,0,0,0,0,"11â€“107 Rifle Range Road, Inverell NSW 2360, Australia",68.4,15.89,"265 Grey St, Glen Innes NSW 2370, Australia",0.68,0.12,10/3/2023
Beach Hotel Resort,"1 Bay Ln, Byron Bay NSW 2481, Australia",-28.6417054,153.6127829,Open 24/7,Tesla Destination,2,2,3 kW,2,0,0,0,0,0,"20 Bay St, Byron Bay NSW 2481, Australia",0.35,0.08,"28 Lawson Street, Byron Bay NSW 2481, Australia",0.65,0.12,10/3/2023
Tropical Fruit World,"29 Duranbah Rd, Duranbah NSW 2487, Australia",-28.2855694,153.5252895,9.30am - 4.00pm every day NSW time,Chargefox,1,1,kW,0,1,0,0,0,0,"22 Pearl St, Kingscliff NSW 2487, Australia",7.88,1.48,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",52,15.19,23/8/2022
Seagull Club Tweed Heads,"54-68 Gollan Drive, Tweed Heads West, NSW, Australia, 2485",-28.1977059,153.5057332,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"123 Wharf St, Tweed Heads NSW 2485, Australia",4.95,0.77,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",60.12,17.3,23/8/2022
North Star Holiday Resort,"1 Tweed Coast Rd, Hastings Point NSW 2489, Australia",-28.3551671,153.5687261,9am - 5pm,,1,1,11 kW,0,1,0,0,0,0,"22 Pearl St, Kingscliff NSW 2487, Australia",13.25,2.45,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",39.1,10.14,10/3/2023
Gallery Motel,"453 Tweed Valley Way, South Murwillumbah NSW 2484, Australia",-28.3428005,153.4002885,"Open 24/7
453 Tweed Valley Way",Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"105 Wollumbin Street, Murwillumbah, NSW, Australia, 2484",2.4,0.35,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",41.9,10.68,23/8/2022
M-Arts Precinct Murwillumbah,"105 Wollumbin Street, Murwillumbah, NSW, Australia, 2484",-28.3271389,153.3948305,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"453 Tweed Valley Way, South Murwillumbah NSW 2484, Australia",2.45,0.38,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",44.3,11.1,23/8/2022
Kingscliff Shopping Centre,"22 Pearl St, Kingscliff NSW 2487, Australia",-28.2562495,153.5749656,Open 24/7,Chargefox,1,1,kW,0,1,0,0,0,0,"29 Duranbah Rd, Duranbah NSW 2487, Australia",8.05,1.95,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",54,15.67,10/3/2023
Tweed Heads Vegas Motel (2),"123 Wharf St, Tweed Heads NSW 2485, Australia",-28.176751,153.5407202,Open 24/7,Exploren,1,1,22 kW,0,1,0,0,0,0,"54-68 Gollan Drive, Tweed Heads West, NSW, Australia, 2485",5.25,0.81,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",60,18.13,10/3/2023
Tweed Heads Vegas Motel (1),"123 Wharf St, Tweed Heads, , Australia, NSW 2485",-28.176751,153.5407202,08:00 - 20:00,Tesla Destination,2,2,14 kW,2,0,0,0,0,0,"123 Wharf St, Tweed Heads NSW 2485, Australia",0.02,0.02,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",60,18.09,10/3/2023
Bourke Riverside Motel,"42442 Mitchell, Bourke, Australia, NSW 2840",-30.0888375,145.9377648,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"Lightning Ridge District Bowling Club, 1 Agate St, Lightning Ridge NSW 2834",291.6,79.72,"15c Mitchell St, Bourke NSW 2840, Australia",0.1,0.06,1/1/2020
The Bower at Broulee,2352 George Bass Drive,-35.8427427,150.1664084,,,1,1,kW,0,1,0,0,0,0,"44 Train St, Broulee NSW 2537, Australia",0.3,0.08,"12 Vesper St, Batemans Bay NSW 2536, Australia",18.8,4.63,10/3/2023
Millthorpe Motel,26 Victoria Street Millthorpe,-33.4466903,149.1835097,,,1,1,22 kW,0,1,0,0,0,0," 37 Victoria St, Millthorpe NSW 2798, Australia",0.12,0.11,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",22.8,4.59,10/3/2023
The Fairways Community Charger,2/19 boundary Street Forster ,-32.1868894,152.5279036,6am-10pm 7 days After hours please contact,,1,1,kW,0,0,1,0,0,0,"5 Middle St, Forster NSW 2428, Australia",2.08,0.3,"35 Nabiac Street, Nabiac NSW 2312, Australia",25.28,4.86,10/3/2023
